graph_id,graph_label
233_1,2
233_2,16
233_3,11
233_4,13
233_5,14
233_6,2
233_7,4
233_8,11
233_9,9
233_10,9
233_11,8
233_12,2
233_13,0
233_14,4
233_15,4
233_16,0
233_17,1
233_18,1
233_19,0
234_0,11
234_1,17
234_2,15
234_3,2
234_4,5
234_5,6
234_6,6
234_7,12
234_8,3
234_9,9
234_10,8
234_11,3
234_12,1
234_13,0
234_14,2
234_15,2
234_16,0
234_17,2
234_18,1
234_19,0
235_0,0
235_1,16
235_2,15
235_3,12
235_4,1
235_5,13
235_6,1
235_7,10
235_8,0
235_9,8
235_10,0
235_11,2
235_12,7
235_13,6
235_14,3
235_15,1
235_16,2
235_17,2
235_18,1
235_19,0
236_0,13
236_1,4
236_2,5
236_3,0
236_4,4
236_5,4
236_6,10
236_7,4
236_8,5
236_9,5
236_10,8
236_11,5
236_12,0
236_13,3
236_14,1
236_15,1
236_16,0
236_17,1
236_18,0
236_19,0
237_0,16
237_1,0
237_2,9
237_3,11
237_4,2
237_5,10
237_6,5
237_7,11
237_8,11
237_9,6
237_10,5
237_11,5
237_12,4
237_13,0
237_14,0
237_15,3
237_16,0
237_17,1
237_18,1
237_19,0
238_0,8
238_1,14
238_2,17
238_3,5
238_4,4
238_5,8
238_6,1
238_7,0
238_8,7
238_9,6
238_10,1
238_11,1
238_12,0
238_13,0
238_14,0
238_15,2
238_16,0
238_17,1
238_18,0
238_19,0
239_0,9
239_1,4
239_2,4
239_3,14
239_4,9
239_5,13
239_6,13
239_7,6
239_8,0
239_9,10
239_10,4
239_11,0
239_12,2
239_13,2
239_14,2
239_15,4
239_16,2
239_17,2
239_18,0
239_19,0
240_0,0
240_1,16
240_2,15
240_3,12
240_4,13
240_5,10
240_6,7
240_7,12
240_8,4
240_9,6
240_10,6
240_11,8
240_12,5
240_13,0
240_14,0
240_15,0
240_16,2
240_17,1
240_18,1
240_19,0
241_0,1
241_1,6
241_2,7
241_3,16
241_4,15
241_5,10
241_6,8
241_7,7
241_8,8
241_9,10
241_10,9
241_11,8
241_12,1
241_13,6
241_14,0
241_15,1
241_16,2
241_17,2
241_18,0
241_19,0
242_0,12
242_1,11
242_2,13
242_3,8
242_4,11
242_5,9
242_6,9
242_7,6
242_8,2
242_9,3
242_10,9
242_11,7
242_12,2
242_13,6
242_14,0
242_15,4
242_16,2
242_17,0
242_18,1
242_19,0
243_0,7
243_1,5
243_2,14
243_3,13
243_4,11
243_5,9
243_6,13
243_7,5
243_8,9
243_9,4
243_10,5
243_11,5
243_12,6
243_13,0
243_14,1
243_15,0
243_16,2
243_17,0
243_18,0
243_19,0
244_0,8
244_1,11
244_2,9
244_3,8
244_4,15
244_5,7
244_6,1
244_7,1
244_8,10
244_9,9
244_10,9
244_11,4
244_12,0
244_13,4
244_14,2
244_15,2
244_16,0
244_17,2
244_18,0
244_19,0
245_0,9
245_1,8
245_2,15
245_3,9
245_4,2
245_5,0
245_6,12
245_7,2
245_8,7
245_9,3
245_10,7
245_11,3
245_12,5
245_13,4
245_14,2
245_15,0
245_16,2
245_17,0
245_18,0
245_19,0
246_0,6
246_1,5
246_2,6
246_3,5
246_4,10
246_5,3
246_6,1
246_7,3
246_8,6
246_9,9
246_10,9
246_11,5
246_12,3
246_13,0
246_14,2
246_15,4
246_16,1
246_17,0
246_18,1
246_19,0
247_0,17
247_1,16
247_2,3
247_3,15
247_4,15
247_5,12
247_6,10
247_7,8
247_8,8
247_9,1
247_10,4
247_11,4
247_12,4
247_13,6
247_14,0
247_15,0
247_16,3
247_17,0
247_18,0
247_19,0
248_0,7
248_1,4
248_2,3
248_3,3
248_4,9
248_5,9
248_6,5
248_7,12
248_8,0
248_9,1
248_10,9
248_11,5
248_12,2
248_13,6
248_14,0
248_15,4
248_16,0
248_17,0
248_18,0
248_19,0
249_0,16
249_1,10
249_2,13
249_3,7
249_4,1
249_5,2
249_6,12
249_7,5
249_8,4
249_9,7
249_10,9
249_11,7
249_12,0
249_13,0
249_14,3
249_15,0
249_16,2
249_17,0
249_18,1
249_19,0
250_0,1
250_1,0
250_2,3
250_3,11
250_4,4
250_5,0
250_6,11
250_7,11
250_8,10
250_9,9
250_10,3
250_11,8
250_12,7
250_13,5
250_14,4
250_15,3
250_16,0
250_17,0
250_18,1
250_19,0
251_0,2
251_1,9
251_2,16
251_3,12
251_4,11
251_5,14
251_6,12
251_7,10
251_8,4
251_9,3
251_10,9
251_11,4
251_12,3
251_13,6
251_14,4
251_15,0
251_16,0
251_17,0
251_18,1
251_19,0
252_0,9
252_1,8
252_2,7
252_3,1
252_4,6
252_5,10
252_6,10
252_7,9
252_8,6
252_9,9
252_10,9
252_11,6
252_12,7
252_13,2
252_14,1
252_15,1
252_16,1
252_17,2
252_18,1
252_19,0
253_0,1
253_1,5
253_2,4
253_3,2
253_4,3
253_5,12
253_6,1
253_7,2
253_8,11
253_9,4
253_10,8
253_11,7
253_12,3
253_13,3
253_14,1
253_15,2
253_16,2
253_17,1
253_18,1
253_19,0
254_0,3
254_1,7
254_2,16
254_3,16
254_4,11
254_5,12
254_6,6
254_7,0
254_8,1
254_9,0
254_10,3
254_11,3
254_12,7
254_13,4
254_14,2
254_15,0
254_16,2
254_17,1
254_18,0
254_19,0
255_0,3
255_1,0
255_2,6
255_3,4
255_4,10
255_5,11
255_6,10
255_7,10
255_8,10
255_9,9
255_10,9
255_11,4
255_12,3
255_13,5
255_14,5
255_15,0
255_16,1
255_17,2
255_18,0
255_19,0
256_0,19
256_1,7
256_2,16
256_3,7
256_4,12
256_5,14
256_6,11
256_7,2
256_8,2
256_9,0
256_10,0
256_11,0
256_12,6
256_13,0
256_14,5
256_15,3
256_16,1
256_17,2
256_18,1
256_19,0
257_0,1
257_1,15
257_2,2
257_3,3
257_4,6
257_5,12
257_6,13
257_7,9
257_8,9
257_9,3
257_10,4
257_11,8
257_12,5
257_13,0
257_14,2
257_15,0
257_16,3
257_17,2
257_18,0
257_19,0
258_0,5
258_1,4
258_2,11
258_3,6
258_4,0
258_5,2
258_6,5
258_7,10
258_8,9
258_9,10
258_10,9
258_11,8
258_12,0
258_13,0
258_14,0
258_15,1
258_16,0
258_17,0
258_18,1
258_19,0
259_0,0
259_1,8
259_2,5
259_3,10
259_4,6
259_5,5
259_6,9
259_7,3
259_8,9
259_9,8
259_10,9
259_11,8
259_12,5
259_13,4
259_14,4
259_15,3
259_16,0
259_17,0
259_18,1
259_19,0
260_0,11
260_1,7
260_2,3
260_3,16
260_4,15
260_5,7
260_6,13
260_7,12
260_8,10
260_9,8
260_10,3
260_11,2
260_12,7
260_13,2
260_14,0
260_15,1
260_16,2
260_17,2
260_18,1
260_19,0
261_0,18
261_1,15
261_2,14
261_3,15
261_4,9
261_5,13
261_6,9
261_7,12
261_8,2
261_9,2
261_10,1
261_11,1
261_12,0
261_13,0
261_14,2
261_15,0
261_16,3
261_17,0
261_18,1
261_19,0
262_0,8
262_1,2
262_2,0
262_3,10
262_4,7
262_5,3
262_6,13
262_7,8
262_8,6
262_9,8
262_10,5
262_11,7
262_12,5
262_13,2
262_14,2
262_15,2
262_16,1
262_17,2
262_18,1
262_19,0
263_0,7
263_1,9
263_2,13
263_3,2
263_4,0
263_5,7
263_6,1
263_7,12
263_8,9
263_9,6
263_10,9
263_11,8
263_12,2
263_13,1
263_14,1
263_15,0
263_16,2
263_17,0
263_18,1
263_19,0
264_0,16
264_1,10
264_2,10
264_3,14
264_4,0
264_5,11
264_6,0
264_7,10
264_8,5
264_9,7
264_10,7
264_11,8
264_12,4
264_13,6
264_14,1
264_15,1
264_16,1
264_17,1
264_18,1
264_19,0
265_0,11
265_1,18
265_2,3
265_3,0
265_4,15
265_5,13
265_6,9
265_7,11
265_8,6
265_9,10
265_10,7
265_11,6
265_12,6
265_13,2
265_14,2
265_15,0
265_16,3
265_17,1
265_18,1
265_19,0
266_0,5
266_1,5
266_2,10
266_3,14
266_4,11
266_5,14
266_6,11
266_7,11
266_8,5
266_9,7
266_10,8
266_11,6
266_12,1
266_13,0
266_14,3
266_15,0
266_16,2
266_17,1
266_18,1
266_19,0
267_0,2
267_1,0
267_2,8
267_3,15
267_4,7
267_5,8
267_6,11
267_7,12
267_8,8
267_9,8
267_10,8
267_11,2
267_12,5
267_13,5
267_14,2
267_15,2
267_16,3
267_17,1
267_18,1
267_19,0
268_0,17
268_1,8
268_2,7
268_3,6
268_4,4
268_5,10
268_6,12
268_7,8
268_8,10
268_9,10
268_10,4
268_11,4
268_12,4
268_13,3
268_14,3
268_15,3
268_16,3
268_17,2
268_18,0
268_19,0
269_0,3
269_1,0
269_2,15
269_3,14
269_4,7
269_5,13
269_6,6
269_7,2
269_8,3
269_9,5
269_10,9
269_11,8
269_12,5
269_13,6
269_14,0
269_15,1
269_16,2
269_17,0
269_18,1
269_19,0
270_0,2
270_1,11
270_2,15
270_3,8
270_4,0
270_5,0
270_6,5
270_7,12
270_8,8
270_9,8
270_10,8
270_11,7
270_12,4
270_13,0
270_14,4
270_15,0
270_16,3
270_17,0
270_18,0
270_19,0
271_0,11
271_1,7
271_2,1
271_3,2
271_4,15
271_5,3
271_6,12
271_7,1
271_8,4
271_9,10
271_10,7
271_11,6
271_12,4
271_13,0
271_14,2
271_15,1
271_16,3
271_17,1
271_18,1
271_19,0
272_0,8
272_1,7
272_2,16
272_3,12
272_4,8
272_5,5
272_6,11
272_7,7
272_8,11
272_9,10
272_10,8
272_11,0
272_12,5
272_13,4
272_14,2
272_15,4
272_16,1
272_17,2
272_18,0
272_19,0
273_0,11
273_1,15
273_2,10
273_3,12
273_4,11
273_5,10
273_6,9
273_7,7
273_8,10
273_9,8
273_10,1
273_11,1
273_12,0
273_13,1
273_14,1
273_15,1
273_16,1
273_17,0
273_18,1
273_19,0
274_0,17
274_1,17
274_2,16
274_3,15
274_4,15
274_5,14
274_6,11
274_7,0
274_8,6
274_9,9
274_10,8
274_11,3
274_12,4
274_13,2
274_14,0
274_15,2
274_16,0
274_17,0
274_18,1
274_19,0
275_0,11
275_1,17
275_2,17
275_3,4
275_4,1
275_5,12
275_6,12
275_7,1
275_8,9
275_9,1
275_10,7
275_11,7
275_12,5
275_13,0
275_14,2
275_15,4
275_16,2
275_17,2
275_18,0
275_19,0
276_0,4
276_1,12
276_2,15
276_3,2
276_4,9
276_5,11
276_6,11
276_7,9
276_8,8
276_9,4
276_10,6
276_11,2
276_12,1
276_13,0
276_14,2
276_15,0
276_16,2
276_17,2
276_18,1
276_19,0
277_0,7
277_1,4
277_2,2
277_3,8
277_4,0
277_5,1
277_6,7
277_7,9
277_8,3
277_9,4
277_10,9
277_11,5
277_12,6
277_13,6
277_14,4
277_15,3
277_16,1
277_17,0
277_18,1
277_19,0
278_0,17
278_1,10
278_2,10
278_3,2
278_4,13
278_5,2
278_6,9
278_7,9
278_8,11
278_9,10
278_10,7
278_11,7
278_12,4
278_13,2
278_14,0
278_15,1
278_16,0
278_17,0
278_18,0
278_19,0
279_0,10
279_1,13
279_2,12
279_3,11
279_4,3
279_5,2
279_6,0
279_7,0
279_8,2
279_9,3
279_10,7
279_11,6
279_12,5
279_13,5
279_14,3
279_15,0
279_16,3
279_17,0
279_18,1
279_19,0
280_0,6
280_1,6
280_2,14
280_3,16
280_4,15
280_5,14
280_6,2
280_7,0
280_8,1
280_9,6
280_10,9
280_11,6
280_12,5
280_13,3
280_14,1
280_15,0
280_16,1
280_17,2
280_18,1
280_19,0
281_0,15
281_1,13
281_2,10
281_3,12
281_4,10
281_5,13
281_6,5
281_7,6
281_8,7
281_9,6
281_10,6
281_11,6
281_12,6
281_13,3
281_14,2
281_15,1
281_16,2
281_17,0
281_18,0
281_19,0
282_0,19
282_1,3
282_2,0
282_3,7
282_4,10
282_5,6
282_6,3
282_7,4
282_8,7
282_9,8
282_10,8
282_11,7
282_12,7
282_13,0
282_14,3
282_15,1
282_16,0
282_17,0
282_18,0
282_19,0
283_0,11
283_1,18
283_2,17
283_3,12
283_4,14
283_5,12
283_6,11
283_7,11
283_8,6
283_9,8
283_10,9
283_11,4
283_12,0
283_13,5
283_14,0
283_15,0
283_16,0
283_17,1
283_18,1
283_19,0
284_0,5
284_1,7
284_2,13
284_3,2
284_4,0
284_5,11
284_6,5
284_7,10
284_8,11
284_9,10
284_10,3
284_11,3
284_12,7
284_13,3
284_14,3
284_15,1
284_16,1
284_17,1
284_18,1
284_19,0
285_0,0
285_1,15
285_2,0
285_3,7
285_4,8
285_5,8
285_6,10
285_7,12
285_8,6
285_9,4
285_10,9
285_11,8
285_12,6
285_13,2
285_14,2
285_15,0
285_16,2
285_17,2
285_18,1
285_19,0
286_0,13
286_1,6
286_2,13
286_3,10
286_4,15
286_5,7
286_6,11
286_7,3
286_8,6
286_9,4
286_10,6
286_11,4
286_12,3
286_13,1
286_14,1
286_15,2
286_16,2
286_17,2
286_18,1
286_19,0
287_0,15
287_1,17
287_2,16
287_3,15
287_4,15
287_5,2
287_6,1
287_7,12
287_8,2
287_9,0
287_10,6
287_11,4
287_12,6
287_13,4
287_14,5
287_15,1
287_16,1
287_17,1
287_18,1
287_19,0
288_0,7
288_1,18
288_2,10
288_3,10
288_4,9
288_5,11
288_6,13
288_7,10
288_8,10
288_9,4
288_10,0
288_11,0
288_12,2
288_13,5
288_14,0
288_15,2
288_16,1
288_17,1
288_18,1
288_19,0
289_0,18
289_1,13
289_2,5
289_3,7
289_4,13
289_5,12
289_6,6
289_7,6
289_8,1
289_9,0
289_10,0
289_11,0
289_12,0
289_13,1
289_14,0
289_15,3
289_16,3
289_17,0
289_18,0
289_19,0
290_0,6
290_1,7
290_2,16
290_3,15
290_4,5
290_5,13
290_6,12
290_7,12
290_8,10
290_9,10
290_10,0
290_11,1
290_12,3
290_13,3
290_14,0
290_15,1
290_16,2
290_17,2
290_18,1
290_19,0
291_0,9
291_1,9
291_2,8
291_3,3
291_4,4
291_5,0
291_6,1
291_7,2
291_8,4
291_9,5
291_10,4
291_11,2
291_12,5
291_13,4
291_14,3
291_15,1
291_16,0
291_17,1
291_18,0
291_19,0
292_0,2
292_1,16
292_2,15
292_3,13
292_4,8
292_5,10
292_6,13
292_7,12
292_8,11
292_9,6
292_10,1
292_11,3
292_12,7
292_13,6
292_14,0
292_15,4
292_16,0
292_17,1
292_18,1
292_19,0
293_0,0
293_1,0
293_2,15
293_3,16
293_4,13
293_5,5
293_6,1
293_7,7
293_8,7
293_9,10
293_10,9
293_11,3
293_12,0
293_13,1
293_14,1
293_15,3
293_16,1
293_17,2
293_18,1
293_19,0
294_0,19
294_1,17
294_2,11
294_3,11
294_4,14
294_5,10
294_6,13
294_7,9
294_8,2
294_9,6
294_10,4
294_11,8
294_12,3
294_13,4
294_14,0
294_15,2
294_16,0
294_17,1
294_18,1
294_19,0
295_0,15
295_1,14
295_2,15
295_3,0
295_4,3
295_5,1
295_6,3
295_7,0
295_8,8
295_9,3
295_10,9
295_11,1
295_12,7
295_13,3
295_14,0
295_15,1
295_16,2
295_17,2
295_18,0
295_19,0
296_0,1
296_1,5
296_2,16
296_3,10
296_4,1
296_5,13
296_6,1
296_7,6
296_8,11
296_9,9
296_10,5
296_11,1
296_12,0
296_13,4
296_14,4
296_15,3
296_16,3
296_17,0
296_18,1
296_19,0
297_0,15
297_1,15
297_2,17
297_3,15
297_4,15
297_5,3
297_6,0
297_7,7
297_8,6
297_9,3
297_10,3
297_11,5
297_12,4
297_13,3
297_14,0
297_15,0
297_16,1
297_17,0
297_18,1
297_19,0
298_0,7
298_1,4
298_2,5
298_3,3
298_4,15
298_5,9
298_6,11
298_7,10
298_8,0
298_9,1
298_10,8
298_11,2
298_12,2
298_13,5
298_14,4
298_15,3
298_16,0
298_17,0
298_18,0
298_19,0
299_0,18
299_1,12
299_2,14
299_3,12
299_4,14
299_5,13
299_6,13
299_7,1
299_8,3
299_9,9
299_10,8
299_11,8
299_12,4
299_13,6
299_14,0
299_15,3
299_16,0
299_17,0
299_18,0
299_19,0
300_0,8
300_1,18
300_2,6
300_3,0
300_4,9
300_5,4
300_6,3
300_7,9
300_8,7
300_9,7
300_10,3
300_11,5
300_12,7
300_13,3
300_14,2
300_15,3
300_16,1
300_17,2
300_18,1
300_19,0
301_0,19
301_1,1
301_2,0
301_3,6
301_4,12
301_5,11
301_6,12
301_7,10
301_8,8
301_9,2
301_10,9
301_11,2
301_12,2
301_13,2
301_14,1
301_15,3
301_16,1
301_17,1
301_18,0
301_19,0
302_0,19
302_1,8
302_2,6
302_3,4
302_4,13
302_5,5
302_6,7
302_7,8
302_8,8
302_9,1
302_10,5
302_11,8
302_12,2
302_13,1
302_14,0
302_15,0
302_16,2
302_17,0
302_18,1
302_19,0
303_0,14
303_1,17
303_2,0
303_3,0
303_4,0
303_5,2
303_6,13
303_7,10
303_8,10
303_9,8
303_10,7
303_11,2
303_12,6
303_13,0
303_14,1
303_15,4
303_16,1
303_17,1
303_18,1
303_19,0
304_0,19
304_1,17
304_2,16
304_3,13
304_4,13
304_5,13
304_6,8
304_7,6
304_8,8
304_9,10
304_10,9
304_11,7
304_12,7
304_13,6
304_14,0
304_15,0
304_16,0
304_17,0
304_18,1
304_19,0
305_0,17
305_1,16
305_2,15
305_3,5
305_4,8
305_5,5
305_6,6
305_7,3
305_8,3
305_9,0
305_10,5
305_11,0
305_12,4
305_13,1
305_14,0
305_15,2
305_16,0
305_17,1
305_18,1
305_19,0
306_0,16
306_1,18
306_2,9
306_3,15
306_4,12
306_5,9
306_6,12
306_7,12
306_8,4
306_9,3
306_10,0
306_11,2
306_12,5
306_13,3
306_14,0
306_15,3
306_16,0
306_17,1
306_18,1
306_19,0
307_0,10
307_1,1
307_2,11
307_3,12
307_4,8
307_5,6
307_6,13
307_7,7
307_8,1
307_9,9
307_10,1
307_11,2
307_12,7
307_13,0
307_14,2
307_15,3
307_16,1
307_17,1
307_18,1
307_19,0
308_0,11
308_1,14
308_2,13
308_3,16
308_4,13
308_5,14
308_6,13
308_7,5
308_8,5
308_9,0
308_10,1
308_11,3
308_12,3
308_13,1
308_14,0
308_15,2
308_16,2
308_17,2
308_18,1
308_19,0
309_0,17
309_1,4
309_2,11
309_3,10
309_4,14
309_5,4
309_6,4
309_7,12
309_8,10
309_9,7
309_10,9
309_11,4
309_12,1
309_13,3
309_14,0
309_15,4
309_16,0
309_17,1
309_18,1
309_19,0
310_0,3
310_1,2
310_2,17
310_3,8
310_4,6
310_5,12
310_6,11
310_7,10
310_8,11
310_9,5
310_10,5
310_11,5
310_12,1
310_13,5
310_14,1
310_15,4
310_16,1
310_17,1
310_18,1
310_19,0
311_0,1
311_1,16
311_2,11
311_3,11
311_4,11
311_5,3
311_6,4
311_7,4
311_8,5
311_9,2
311_10,4
311_11,4
311_12,5
311_13,2
311_14,2
311_15,0
311_16,2
311_17,1
311_18,1
311_19,0
312_0,8
312_1,11
312_2,12
312_3,13
312_4,0
312_5,2
312_6,1
312_7,11
312_8,9
312_9,10
312_10,4
312_11,5
312_12,1
312_13,0
312_14,0
312_15,0
312_16,3
312_17,1
312_18,1
312_19,0
313_0,11
313_1,18
313_2,17
313_3,11
313_4,7
313_5,8
313_6,13
313_7,2
313_8,0
313_9,9
313_10,8
313_11,2
313_12,0
313_13,4
313_14,3
313_15,2
313_16,0
313_17,2
313_18,1
313_19,0
314_0,2
314_1,14
314_2,13
314_3,5
314_4,12
314_5,7
314_6,13
314_7,0
314_8,6
314_9,5
314_10,8
314_11,5
314_12,4
314_13,0
314_14,0
314_15,0
314_16,0
314_17,1
314_18,0
314_19,0
315_0,9
315_1,17
315_2,0
315_3,13
315_4,11
315_5,9
315_6,7
315_7,12
315_8,7
315_9,3
315_10,1
315_11,2
315_12,5
315_13,4
315_14,2
315_15,1
315_16,2
315_17,0
315_18,1
315_19,0
316_0,19
316_1,14
316_2,5
316_3,8
316_4,5
316_5,9
316_6,4
316_7,11
316_8,10
316_9,2
316_10,0
316_11,8
316_12,5
316_13,0
316_14,5
316_15,2
316_16,0
316_17,0
316_18,1
316_19,0
317_0,0
317_1,3
317_2,2
317_3,1
317_4,0
317_5,11
317_6,7
317_7,7
317_8,3
317_9,7
317_10,6
317_11,3
317_12,5
317_13,3
317_14,2
317_15,4
317_16,2
317_17,2
317_18,1
317_19,0
318_0,6
318_1,2
318_2,9
318_3,14
318_4,9
318_5,13
318_6,7
318_7,3
318_8,3
318_9,9
318_10,4
318_11,7
318_12,4
318_13,6
318_14,5
318_15,0
318_16,0
318_17,0
318_18,1
318_19,0
319_0,2
319_1,15
319_2,2
319_3,0
319_4,10
319_5,14
319_6,9
319_7,8
319_8,9
319_9,7
319_10,3
319_11,8
319_12,4
319_13,3
319_14,1
319_15,0
319_16,0
319_17,1
319_18,1
319_19,0
320_0,13
320_1,3
320_2,8
320_3,6
320_4,4
320_5,2
320_6,1
320_7,6
320_8,7
320_9,9
320_10,9
320_11,6
320_12,4
320_13,3
320_14,0
320_15,1
320_16,2
320_17,2
320_18,1
320_19,0
321_0,11
321_1,15
321_2,11
321_3,15
321_4,10
321_5,4
321_6,5
321_7,4
321_8,3
321_9,0
321_10,9
321_11,0
321_12,2
321_13,3
321_14,3
321_15,3
321_16,0
321_17,2
321_18,0
321_19,0
322_0,16
322_1,13
322_2,13
322_3,4
322_4,1
322_5,1
322_6,0
322_7,10
322_8,3
322_9,2
322_10,7
322_11,7
322_12,7
322_13,2
322_14,0
322_15,2
322_16,2
322_17,2
322_18,1
322_19,0
323_0,14
323_1,14
323_2,13
323_3,6
323_4,13
323_5,4
323_6,3
323_7,1
323_8,3
323_9,6
323_10,8
323_11,0
323_12,5
323_13,0
323_14,4
323_15,4
323_16,3
323_17,0
323_18,1
323_19,0
324_0,13
324_1,11
324_2,10
324_3,16
324_4,13
324_5,4
324_6,4
324_7,12
324_8,10
324_9,2
324_10,3
324_11,0
324_12,1
324_13,6
324_14,0
324_15,4
324_16,1
324_17,2
324_18,1
324_19,0
325_0,3
325_1,14
325_2,13
325_3,14
325_4,7
325_5,9
325_6,13
325_7,12
325_8,9
325_9,8
325_10,4
325_11,5
325_12,5
325_13,6
325_14,5
325_15,0
325_16,0
325_17,0
325_18,1
325_19,0
326_0,0
326_1,14
326_2,0
326_3,9
326_4,7
326_5,9
326_6,13
326_7,9
326_8,9
326_9,5
326_10,5
326_11,8
326_12,4
326_13,1
326_14,3
326_15,0
326_16,1
326_17,1
326_18,1
326_19,0
327_0,18
327_1,3
327_2,4
327_3,2
327_4,14
327_5,11
327_6,10
327_7,5
327_8,11
327_9,9
327_10,7
327_11,7
327_12,5
327_13,0
327_14,2
327_15,0
327_16,1
327_17,2
327_18,0
327_19,0
328_0,12
328_1,10
328_2,11
328_3,10
328_4,4
328_5,11
328_6,11
328_7,5
328_8,2
328_9,1
328_10,7
328_11,4
328_12,3
328_13,0
328_14,3
328_15,2
328_16,0
328_17,1
328_18,1
328_19,0
329_0,19
329_1,17
329_2,2
329_3,16
329_4,2
329_5,9
329_6,12
329_7,3
329_8,10
329_9,9
329_10,3
329_11,4
329_12,4
329_13,0
329_14,0
329_15,2
329_16,1
329_17,0
329_18,1
329_19,0
330_0,19
330_1,4
330_2,2
330_3,9
330_4,3
330_5,12
330_6,3
330_7,9
330_8,5
330_9,1
330_10,2
330_11,1
330_12,3
330_13,0
330_14,0
330_15,0
330_16,0
330_17,2
330_18,1
330_19,0
331_0,3
331_1,0
331_2,15
331_3,7
331_4,14
331_5,14
331_6,7
331_7,8
331_8,10
331_9,10
331_10,9
331_11,8
331_12,7
331_13,1
331_14,4
331_15,4
331_16,2
331_17,0
331_18,1
331_19,0
332_0,18
332_1,12
332_2,9
332_3,2
332_4,8
332_5,13
332_6,4
332_7,1
332_8,4
332_9,10
332_10,7
332_11,6
332_12,5
332_13,3
332_14,0
332_15,2
332_16,0
332_17,0
332_18,1
332_19,0
333_0,6
333_1,4
333_2,12
333_3,12
333_4,8
333_5,12
333_6,13
333_7,12
333_8,2
333_9,0
333_10,4
333_11,7
333_12,1
333_13,4
333_14,1
333_15,0
333_16,1
333_17,2
333_18,1
333_19,0
334_0,6
334_1,8
334_2,8
334_3,14
334_4,14
334_5,14
334_6,11
334_7,9
334_8,6
334_9,10
334_10,6
334_11,8
334_12,7
334_13,4
334_14,0
334_15,0
334_16,0
334_17,2
334_18,1
334_19,0
335_0,0
335_1,3
335_2,10
335_3,6
335_4,1
335_5,10
335_6,7
335_7,5
335_8,0
335_9,1
335_10,4
335_11,1
335_12,2
335_13,2
335_14,0
335_15,2
335_16,0
335_17,1
335_18,0
335_19,0
336_0,6
336_1,6
336_2,17
336_3,6
336_4,11
336_5,6
336_6,0
336_7,2
336_8,7
336_9,6
336_10,4
336_11,4
336_12,1
336_13,1
336_14,1
336_15,0
336_16,3
336_17,1
336_18,0
336_19,0
337_0,3
337_1,18
337_2,17
337_3,12
337_4,12
337_5,3
337_6,10
337_7,0
337_8,0
337_9,10
337_10,0
337_11,8
337_12,0
337_13,0
337_14,1
337_15,1
337_16,1
337_17,1
337_18,1
337_19,0
338_0,15
338_1,14
338_2,3
338_3,0
338_4,0
338_5,13
338_6,12
338_7,4
338_8,1
338_9,2
338_10,1
338_11,8
338_12,4
338_13,2
338_14,2
338_15,0
338_16,1
338_17,2
338_18,0
338_19,0
339_0,18
339_1,5
339_2,3
339_3,5
339_4,4
339_5,4
339_6,0
339_7,12
339_8,10
339_9,8
339_10,5
339_11,5
339_12,4
339_13,5
339_14,4
339_15,2
339_16,2
339_17,0
339_18,1
339_19,0
340_0,16
340_1,4
340_2,2
340_3,0
340_4,9
340_5,14
340_6,10
340_7,4
340_8,3
340_9,9
340_10,9
340_11,8
340_12,4
340_13,3
340_14,3
340_15,2
340_16,0
340_17,1
340_18,0
340_19,0
341_0,8
341_1,10
341_2,10
341_3,11
341_4,10
341_5,10
341_6,10
341_7,11
341_8,11
341_9,8
341_10,1
341_11,0
341_12,7
341_13,0
341_14,5
341_15,1
341_16,2
341_17,2
341_18,0
341_19,0
342_0,4
342_1,5
342_2,4
342_3,2
342_4,4
342_5,0
342_6,4
342_7,8
342_8,7
342_9,4
342_10,4
342_11,7
342_12,5
342_13,5
342_14,1
342_15,0
342_16,1
342_17,1
342_18,1
342_19,0
343_0,3
343_1,2
343_2,15
343_3,15
343_4,10
343_5,12
343_6,9
343_7,8
343_8,11
343_9,8
343_10,9
343_11,3
343_12,1
343_13,2
343_14,3
343_15,4
343_16,1
343_17,1
343_18,1
343_19,0
344_0,2
344_1,4
344_2,3
344_3,8
344_4,4
344_5,3
344_6,3
344_7,11
344_8,7
344_9,7
344_10,8
344_11,6
344_12,7
344_13,2
344_14,2
344_15,3
344_16,1
344_17,2
344_18,1
344_19,0
345_0,7
345_1,16
345_2,15
345_3,9
345_4,7
345_5,1
345_6,11
345_7,6
345_8,4
345_9,8
345_10,7
345_11,5
345_12,5
345_13,2
345_14,0
345_15,0
345_16,3
345_17,2
345_18,1
345_19,0
346_0,15
346_1,14
346_2,8
346_3,13
346_4,11
346_5,6
346_6,10
346_7,12
346_8,11
346_9,10
346_10,0
346_11,2
346_12,0
346_13,2
346_14,5
346_15,3
346_16,0
346_17,1
346_18,1
346_19,0
347_0,17
347_1,17
347_2,16
347_3,12
347_4,9
347_5,9
347_6,11
347_7,12
347_8,0
347_9,1
347_10,0
347_11,1
347_12,0
347_13,6
347_14,0
347_15,0
347_16,0
347_17,2
347_18,0
347_19,0
348_0,17
348_1,15
348_2,7
348_3,6
348_4,15
348_5,12
348_6,13
348_7,12
348_8,6
348_9,9
348_10,4
348_11,2
348_12,3
348_13,1
348_14,0
348_15,3
348_16,3
348_17,2
348_18,0
348_19,0
349_0,5
349_1,15
349_2,5
349_3,14
349_4,11
349_5,10
349_6,9
349_7,0
349_8,11
349_9,10
349_10,5
349_11,6
